VCP11	19.50,16.70,14.00,12.00,10.00,08.70,07.50,06.20,05.25,04.30,03.35,02.40,01.45,00.50
VCP12	19.50,15.60,12.50,10.00,08.00,06.40,05.10,04.00,03.10,02.40,01.80,01.30,00.90,00.50
VCP21	19.50,14.60,09.00,06.00,04.30,03.35,02.40,01.45,00.50
VCP31	04.50,03.50,02.50,01.50,00.50
VCP32	04.50,03.50,02.50,01.50,00.50
